COUNTER,INTERPOLATED,Cz,Fz,Fp1,F7,F3,FC1,C3,FC5,FT9,T7,CP5,CP1,P3,P7,PO9,O1,Pz,Oz,O2,PO10,P8,P4,CP2,CP6,T8,FT10,FC6,C4,FC2,F4,F8,Fp2,HighBitFlex,SaturationFlag,RAW_CQ,MARKER_HARDWARE,MARKERS,Human Readable Time,New Label
85,0,-50.706,-61.248,-54.025,-28.754,-66.239,-47.181,-47.696,-37.94,-14.399,-66.423,-45.165,-17.745,-47.063,-50.739,-124.998,-112.082,108.888,-67.693,-36.652,-60.124,-80.275,-37.054,-46.392,-62.842,-60.008,-61.97,-74.654,-73.767,-4.569,-36.987,-45.306,-64.937,0.0,0.0,211.0,0,1688564537.847,2023-07-05 15:42:17,Left
86,0,-41.433,-54.015,-47.311,-17.454,-55.414,-38.937,-42.013,-32.779,-13.36,-61.234,-35.899,-10.555,-36.258,-39.418,-116.676,-102.748,118.513,-57.892,-29.443,-63.65,-69.437,-28.82,-38.661,-50.483,-46.628,-51.662,-65.357,-60.374,2.095,-33.364,-35.014,-56.675,0.0,0.0,212.0,0,1688564537.8548,2023-07-05 15:42:17,Left
87,0,-37.806,-50.375,-44.19,-18.973,-52.285,-35.825,-40.946,-29.16,-14.883,-63.734,-33.813,-11.057,-35.197,-38.354,-119.633,-102.646,117.882,-59.371,-31.976,-67.685,-65.269,-25.717,-40.159,-45.822,-44.02,-47.0,-59.144,-59.289,6.192,-32.818,-36.004,-55.082,0.0,0.0,216.0,0,1688564537.8625,2023-07-05 15:42:17,Left
88,0,-42.379,-50.837,-45.17,-23.053,-54.282,-39.887,-43.467,-32.204,-16.918,-69.818,-41.977,-12.583,-45.92,-51.635,-133.858,-114.838,114.69,-67.508,-37.579,-65.056,-73.913,-31.839,-42.68,-53.973,-52.173,-50.027,-62.159,-64.352,4.136,-28.175,-40.579,-56.051,0.0,0.0,210.0,0,1688564537.8703,2023-07-05 15:42:17,Left
89,0,-45.41,-51.81,-44.613,-21.493,-51.666,-42.409,-50.083,-42.931,-16.389,-74.871,-50.131,-16.669,-55.608,-57.219,-140.897,-123.433,114.063,-76.15,-41.128,-68.577,-79.474,-38.979,-42.125,-64.165,-53.657,-51.514,-65.683,-65.825,0.034,-25.585,-39.514,-51.897,0.0,0.0,212.0,0,1688564537.878,2023-07-05 15:42:17,Left
90,0,-45.877,-50.734,-44.056,-21.984,-54.688,-44.416,-52.082,-49.548,-13.298,-74.796,-50.594,-21.263,-54.528,-54.6,-137.17,-121.772,111.9,-78.636,-44.673,-70.045,-76.321,-44.576,-47.206,-67.175,-51.554,-46.851,-65.617,-70.882,-1.503,-30.17,-39.986,-50.308,0.0,0.0,196.0,0,1688564537.8859,2023-07-05 15:42:17,Left
91,0,-50.954,-55.806,-49.135,-27.597,-63.855,-47.957,-53.055,-48.986,-12.26,-76.258,-52.08,-21.242,-54.473,-58.132,-135.495,-121.138,109.227,-73.434,-41.554,-64.34,-78.294,-51.191,-51.257,-69.67,-53.552,-45.78,-69.138,-80.033,-2.014,-33.214,-44.557,-57.942,0.0,0.0,211.0,0,1688564537.8937,2023-07-05 15:42:17,Left
92,0,-53.977,-64.46,-52.672,-31.668,-64.816,-49.446,-57.613,-53.035,-13.273,-80.281,-55.614,-21.733,-59.542,-61.148,-135.872,-122.042,109.118,-69.774,-33.828,-62.226,-80.777,-51.652,-49.669,-71.137,-54.011,-47.271,-72.655,-78.416,-4.061,-34.718,-46.562,-62.495,0.0,0.0,210.0,0,1688564537.9016,2023-07-05 15:42:17,Left
93,0,-48.288,-61.834,-50.058,-30.612,-63.214,-46.835,-53.457,-57.081,-15.309,-78.663,-52.997,-23.248,-54.872,-54.427,-132.15,-118.334,113.107,-64.581,-32.257,-57.041,-69.938,-44.941,-47.058,-63.381,-49.346,-44.15,-67.459,-69.628,-5.082,-37.245,-44.466,-58.847,0.0,0.0,214.0,0,1688564537.9093,2023-07-05 15:42:17,Left
94,0,-44.141,-55.624,-50.007,-25.97,-66.224,-46.276,-48.792,-52.925,-16.318,-73.974,-48.333,-19.639,-47.644,-49.761,-132.018,-116.678,114.531,-57.344,-33.762,-53.91,-64.233,-40.797,-44.449,-55.633,-44.174,-42.057,-61.244,-66.485,-2.515,-35.158,-43.909,-58.788,0.0,0.0,200.0,0,1688564537.9172,2023-07-05 15:42:17,Left
95,0,-47.683,-60.179,-49.957,-26.457,-65.646,-47.767,-52.842,-51.335,-14.252,-74.925,-48.797,-18.594,-52.208,-54.322,-138.546,-120.148,112.879,-61.386,-33.216,-62.053,-71.853,-44.343,-42.868,-55.065,-43.617,-43.551,-60.158,-66.931,-2.0,-34.611,-45.915,-59.754,0.0,0.0,223.0,0,1688564537.925,2023-07-05 15:42:17,Left
96,0,-47.635,-63.705,-46.834,-30.529,-66.605,-46.695,-52.277,-55.383,-13.214,-79.973,-50.798,-22.162,-56.766,-59.903,-141.481,-124.638,112.766,-70.546,-37.281,-69.676,-78.441,-50.958,-45.899,-60.133,-50.234,-43.508,-64.709,-70.45,-4.56,-38.674,-48.43,-57.132,3968.0,0.0,0.0,0,1688564537.9329,2023-07-05 15:42:17,Left
97,0,-51.686,-68.765,-55.496,-35.621,-80.371,-50.234,-56.323,-61.987,-19.86,-89.114,-57.919,-27.263,-63.882,-67.016,-145.438,-132.198,106.506,-80.721,-50.564,-75.241,-89.121,-65.252,-54.05,-75.954,-64.016,-53.198,-79.501,-81.65,-11.215,-45.296,-58.628,-66.297,3968.0,0.0,0.0,0,1688564537.9407,2023-07-05 15:42:17,Left
98,0,-65.467,-84.065,-74.908,-49.418,-96.684,-64.016,-74.197,-77.807,-25.988,-99.784,-72.206,-36.969,-76.113,-77.195,-151.953,-137.702,92.567,-95.498,-61.784,-85.925,-106.963,-85.167,-63.218,-96.371,-82.395,-76.199,-96.84,-97.45,-21.963,-58.57,-80.086,-87.747,3968.0,0.0,0.0,0,1688564537.9486,2023-07-05 15:42:17,Left
99,0,-69.5,-89.616,-82.518,-59.102,-98.637,-71.637,-77.709,-86.438,-24.425,-100.196,-75.72,-41.543,-75.012,-71.995,-140.53,-129.367,91.962,-93.865,-60.185,-84.814,-109.417,-89.692,-67.253,-101.398,-91.022,-92.004,-103.403,-104.525,-27.064,-68.246,-94.351,-95.344,3968.0,0.0,0.0,0,1688564537.9564,2023-07-05 15:42:17,Left
100,0,-57.647,-79.793,-74.751,-51.359,-87.267,-65.417,-63.287,-78.155,-22.352,-91.387,-63.349,-34.329,-62.642,-55.529,-123.484,-116.43,104.678,-77.89,-50.903,-71.922,-96.5,-77.307,-61.55,-91.05,-84.271,-85.252,-99.201,-97.248,-20.377,-62.03,-87.084,-87.564,3968.0,0.0,0.0,0,1688564537.9644,2023-07-05 15:42:17,Left
101,0,-51.442,-75.102,-65.967,-42.086,-73.86,-58.692,-58.613,-75.515,-20.792,-89.246,-56.113,-30.709,-58.481,-52.399,-129.508,-115.289,108.672,-75.763,-45.217,-64.677,-84.621,-68.521,-54.316,-79.176,-70.866,-66.724,-87.831,-83.318,-12.672,-52.234,-76.239,-79.28,3968.0,0.0,0.0,0,1688564537.9722,2023-07-05 15:42:17,Left
102,0,-50.366,-70.929,-59.241,-39.482,-60.466,-54.535,-57.53,-76.464,-17.698,-89.669,-57.081,-30.166,-55.861,-56.958,-140.649,-121.834,107.026,-76.711,-40.049,-56.416,-72.241,-61.28,-51.188,-67.314,-59.012,-49.751,-73.911,-75.551,-11.634,-44.497,-68.478,-69.467,3968.0,0.0,0.0,0,1688564537.9801,2023-07-05 15:42:17,Left
103,0,-47.242,-64.71,-53.546,-33.807,-48.623,-49.869,-51.325,-68.703,-15.631,-83.944,-53.95,-22.963,-51.194,-52.29,-136.41,-123.249,111.53,-65.876,-32.324,-51.236,-65.508,-53.022,-48.063,-62.636,-55.879,-44.066,-69.227,-75.987,-10.598,-37.793,-62.774,-62.225,3968.0,0.0,0.0,0,1688564537.9879,2023-07-05 15:42:17,Left
104,0,-49.244,-68.744,-55.542,-33.773,-42.426,-53.918,-54.859,-71.708,-13.566,-85.909,-53.897,-24.477,-56.778,-51.726,-136.273,-122.613,110.906,-64.786,-33.829,-62.456,-73.64,-57.067,-50.577,-69.745,-65.045,-53.243,-78.891,-80.01,-10.588,-42.878,-69.883,-67.798,4224.0,0.0,0.0,0,1688564537.9956,2023-07-05 15:42:17,Left
105,0,-54.317,-74.823,-63.171,-40.4,-38.798,-62.061,-64.026,-82.395,-14.065,-95.557,-59.99,-34.187,-63.894,-61.408,-143.822,-128.126,105.16,-73.943,-41.48,-69.566,-82.275,-67.256,-57.698,-77.36,-71.64,-60.875,-88.546,-86.077,-14.675,-51.544,-81.084,-72.341,3968.0,0.0,0.0,0,1688564538.0034,2023-07-05 15:42:18,Left
106,0,-53.238,-68.088,-61.571,-41.384,-25.951,-58.925,-61.913,-81.8,-16.612,-96.486,-61.467,-32.103,-64.855,-62.883,-146.24,-133.633,104.03,-78.479,-43.487,-64.373,-86.292,-67.189,-57.641,-80.357,-69.007,-58.765,-88.97,-89.578,-15.173,-47.394,-79.466,-68.17,3840.0,0.0,0.0,0,1688564538.0111,2023-07-05 15:42:18,Left
107,0,-50.111,-62.385,-57.411,-38.269,-7.482,-53.231,-56.728,-82.231,-17.108,-92.291,-59.357,-26.948,-66.839,-62.308,-148.655,-134.524,104.951,-81.475,-46.005,-67.895,-94.914,-65.585,-53.484,-82.325,-69.962,-56.657,-86.319,-89.488,-11.572,-43.761,-77.338,-67.077,3840.0,0.0,0.0,0,1688564538.0189,2023-07-05 15:42:18,Left
108,0,-50.061,-65.396,-59.403,-39.255,3.796,-56.251,-59.233,-89.833,-15.554,-95.273,-59.81,-29.483,-64.211,-65.832,-150.043,-132.34,104.333,-80.881,-50.058,-72.438,-93.795,-65.519,-54.456,-80.706,-71.429,-58.137,-87.77,-86.325,-12.072,-44.229,-79.822,-68.035,3968.0,0.0,0.0,0,1688564538.0267,2023-07-05 15:42:18,Left
109,0,-51.036,-67.38,-61.393,-38.703,8.915,-60.294,-60.198,-92.817,-15.538,-96.202,-60.262,-29.453,-59.023,-62.692,-145.282,-131.696,105.254,-76.702,-47.959,-66.218,-82.943,-59.818,-54.401,-73.965,-64.186,-55.005,-87.17,-81.628,-14.11,-40.599,-75.644,-63.868,3968.0,0.0,0.0,0,1688564538.0345,2023-07-05 15:42:18,Left
110,0,-48.936,-66.8,-60.306,-42.251,16.591,-59.721,-58.089,-92.724,-16.547,-95.081,-58.665,-25.325,-59.989,-55.969,-143.6,-131.052,107.71,-77.65,-44.837,-63.59,-78.761,-53.099,-52.81,-66.719,-60.023,-50.851,-81.96,-78.984,-12.559,-40.046,-73.006,-66.366,3968.0,0.0,0.0,0,1688564538.0422,2023-07-05 15:42:18,Left
111,0,-44.276,-70.32,-61.783,-46.307,28.358,-57.1,-59.055,-91.095,-16.018,-95.499,-57.582,-25.3,-56.343,-54.889,-146.018,-128.359,112.213,-76.547,-45.304,-66.6,-75.096,-48.947,-53.782,-62.554,-63.549,-53.362,-80.853,-78.905,-12.546,-43.08,-77.032,-73.472,3968.0,0.0,0.0,0,1688564538.0501,2023-07-05 15:42:18,Left
112,0,-43.207,-73.323,-64.795,-43.699,41.137,-57.555,-58.484,-90.491,-17.539,-94.891,-54.962,-27.836,-52.188,-53.297,-146.384,-129.768,115.175,-71.348,-44.234,-66.533,-71.435,-44.287,-54.752,-65.565,-68.609,-61.506,-85.895,-79.851,-15.607,-42.524,-78.492,-73.911,3968.0,0.0,0.0,0,1688564538.0579,2023-07-05 15:42:18,Left
113,0,-48.799,-76.324,-69.853,-47.754,48.268,-64.157,-59.962,-96.036,-22.133,-99.407,-57.469,-31.394,-60.333,-56.318,-151.361,-139.884,110.449,-76.399,-50.338,-75.688,-84.171,-44.243,-58.284,-75.234,-75.2,-68.104,-90.42,-85.407,-18.666,-47.093,-84.561,-77.423,3968.0,0.0,0.0,0,1688564538.0657,2023-07-05 15:42:18,Left
114,0,-53.361,-80.858,-74.907,-58.465,51.294,-70.241,-67.587,-100.551,-24.672,-108.529,-66.121,-34.949,-65.908,-64.97,-156.845,-145.38,103.678,-82.471,-57.972,-88.42,-97.92,-48.81,-64.886,-83.355,-80.76,-71.11,-93.404,-94.03,-22.233,-53.705,-94.722,-86.567,3968.0,0.0,0.0,0,1688564538.0734,2023-07-05 15:42:18,Left
115,0,-50.746,-77.703,-71.758,-54.82,62.513,-67.609,-67.007,-98.401,-21.061,-105.347,-65.542,-35.427,-61.744,-65.93,-152.59,-141.136,101.013,-77.265,-54.328,-84.234,-96.797,-49.785,-64.308,-84.809,-81.192,-73.088,-95.872,-94.961,-23.748,-51.603,-94.628,-84.944,3968.0,0.0,0.0,0,1688564538.0813,2023-07-05 15:42:18,Left
116,0,-45.06,-69.429,-62.977,-45.031,79.869,-60.369,-58.231,-97.79,-17.966,-98.069,-58.817,-33.342,-61.682,-63.303,-149.876,-137.921,99.887,-75.139,-46.589,-69.292,-95.676,-46.149,-55.535,-82.163,-78.549,-68.916,-93.727,-89.231,-16.552,-44.891,-90.435,-74.613,3968.0,0.0,0.0,0,1688564538.0892,2023-07-05 15:42:18,Left
117,0,-45.527,-68.847,-59.84,-48.06,90.035,-59.797,-57.148,-101.279,-17.948,-98.483,-60.295,-32.284,-65.206,-66.313,-149.726,-138.807,98.763,-78.65,-46.03,-65.637,-93.018,-43.542,-56.504,-76.445,-72.323,-61.675,-88.51,-89.141,-13.461,-42.797,-89.32,-70.952,3968.0,0.0,0.0,0,1688564538.0971,2023-07-05 15:42:18,Left
118,0,-51.117,-73.389,-61.317,-52.111,91.995,-64.348,-62.726,-103.227,-14.857,-99.409,-66.382,-34.813,-66.678,-66.759,-145.478,-135.595,91.492,-77.034,-46.496,-67.621,-79.605,-46.06,-63.107,-71.758,-67.64,-64.175,-89.446,-92.638,-21.645,-46.34,-88.718,-74.979,3968.0,0.0,0.0,0,1688564538.1049,2023-07-05 15:42:18,Left
119,0,-53.628,-75.365,-63.817,-52.571,94.976,-65.308,-66.25,-104.148,-13.305,-100.334,-66.828,-37.34,-69.173,-65.156,-144.307,-131.361,82.691,-76.445,-44.913,-63.967,-66.206,-49.088,-62.532,-70.661,-65.523,-65.136,-93.455,-91.521,-22.135,-49.368,-88.629,-79.515,3968.0,0.0,0.0,0,1688564538.1128,2023-07-05 15:42:18,Left
120,0,-48.963,-71.703,-63.241,-54.568,100.517,-62.169,-63.109,-104.044,-14.316,-101.259,-63.175,-32.18,-66.03,-65.09,-144.163,-129.18,85.682,-76.881,-42.306,-56.731,-59.992,-45.965,-57.859,-66.492,-56.236,-52.775,-88.751,-85.282,-15.453,-44.708,-87.516,-75.337,3968.0,0.0,0.0,0,1688564538.1206,2023-07-05 15:42:18,Left
121,0,-45.328,-66.508,-60.617,-54.513,108.101,-58.52,-54.337,-101.378,-11.74,-98.084,-57.477,-27.537,-57.255,-58.365,-138.384,-127.002,89.695,-73.73,-40.215,-55.649,-60.956,-42.332,-56.264,-62.327,-50.544,-46.575,-82.002,-83.66,-15.438,-40.564,-83.842,-69.114,3968.0,0.0,0.0,0,1688564538.1285,2023-07-05 15:42:18,Left
122,0,-43.746,-68.491,-60.044,-52.922,113.628,-57.95,-51.721,-96.154,-10.704,-95.936,-54.345,-26.997,-53.099,-51.135,-134.147,-123.801,84.482,-72.119,-43.249,-62.254,-71.142,-42.802,-55.183,-66.363,-61.252,-54.725,-87.555,-84.601,-14.91,-44.622,-85.808,-72.119,3968.0,0.0,0.0,0,1688564538.1363,2023-07-05 15:42:18,Left
123,0,-41.141,-68.935,-58.959,-51.332,117.101,-56.355,-54.231,-95.033,-13.255,-91.742,-52.754,-22.359,-49.972,-50.571,-132.476,-123.165,85.935,-71.022,-44.742,-67.314,-81.829,-40.198,-51.029,-70.396,-67.851,-53.646,-90.029,-78.881,-10.284,-42.528,-88.283,-73.071,3968.0,0.0,0.0,0,1688564538.1442,2023-07-05 15:42:18,Left
124,0,-34.439,-56.571,-50.703,-42.571,126.717,-50.151,-46.492,-93.914,-10.68,-83.453,-47.066,-15.164,-44.287,-48.471,-130.806,-120.992,94.046,-63.779,-37.013,-63.661,-82.772,-34.01,-44.318,-62.641,-62.148,-44.37,-78.156,-71.117,-4.639,-31.727,-79.486,-60.191,3968.0,0.0,0.0,0,1688564538.1521,2023-07-05 15:42:18,Left
125,0,-30.307,-48.317,-43.992,-35.356,137.862,-44.977,-39.273,-87.672,-7.595,-82.858,-44.97,-17.198,-45.267,-49.448,-134.262,-117.797,90.878,-59.617,-34.927,-62.573,-89.349,-35.513,-42.225,-60.016,-63.11,-45.351,-75.004,-71.558,-0.023,-27.597,-72.746,-54.495,3968.0,0.0,0.0,0,1688564538.1599,2023-07-05 15:42:18,Left
126,0,-32.838,-51.855,-43.436,-37.37,136.187,-46.469,-44.87,-84.51,-9.125,-87.385,-49.023,-19.743,-50.345,-56.57,-134.127,-118.704,85.151,-64.68,-43.601,-72.756,-103.604,-43.162,-45.256,-68.153,-67.145,-49.916,-82.102,-74.048,-0.536,-31.156,-77.284,-59.051,3968.0,0.0,0.0,0,1688564538.1677,2023-07-05 15:42:18,Left
127,0,-32.805,-48.217,-38.27,-34.259,136.051,-44.374,-42.775,-87.5,-6.042,-82.687,-44.363,-11.526,-49.27,-53.952,-124.772,-116.024,87.116,-65.64,-42.533,-71.659,-99.914,-41.07,-40.088,-64.499,-58.369,-42.694,-74.335,-67.827,-0.023,-26.514,-72.596,-50.795,3968.0,0.0,0.0,0,1688564538.1754,2023-07-05 15:42:18,Left
0,0,-28.161,-41.509,-33.108,-26.028,148.21,-37.669,-33.511,-84.338,-1.425,-76.969,-36.122,-4.855,-42.56,-44.164,-120.036,-107.711,91.127,-53.792,-26.096,-50.583,-74.199,-31.807,-32.363,-50.602,-46.528,-29.843,-61.453,-59.562,9.199,-17.266,-59.716,-42.548,0.0,0.0,221.0,0,1688564538.1832,2023-07-05 15:42:18,Left
1,0,-34.793,-50.176,-37.686,-31.125,144.988,-40.705,-38.601,-82.717,-4.497,-80.991,-41.209,-12.022,-42.006,-42.071,-119.916,-106.066,90.523,-42.979,-16.849,-37.724,-53.633,-29.214,-37.454,-47.478,-45.457,-29.814,-68.051,-62.064,6.628,-23.909,-65.292,-54.8,0.0,0.0,227.0,0,1688564538.1909,2023-07-05 15:42:18,Left
2,0,-47.566,-62.422,-46.87,-44.926,123.326,-50.399,-48.296,-96.467,-7.054,-86.545,-49.877,-21.231,-46.062,-41.004,-115.185,-105.96,83.773,-41.912,-20.418,-37.687,-48.456,-34.82,-45.614,-52.041,-45.923,-40.542,-79.254,-72.248,-7.723,-38.742,-79.571,-66.529,0.0,0.0,212.0,0,1688564538.1987,2023-07-05 15:42:18,Left
3,0,-47.519,-62.872,-50.921,-49.492,119.616,-52.397,-44.661,-107.129,-6.023,-87.995,-45.729,-15.575,-39.868,-33.279,-109.947,-94.584,81.128,-39.308,-19.373,-29.452,-43.284,-34.273,-43.519,-49.427,-40.242,-41.526,-78.15,-72.176,-6.179,-37.166,-77.442,-66.462,0.0,0.0,225.0,0,1688564538.2064,2023-07-05 15:42:18,Left
4,0,-38.762,-56.661,-46.772,-42.782,129.231,-48.247,-37.445,-102.923,-7.554,-84.834,-37.998,-4.801,-30.095,-28.122,-106.763,-88.341,87.194,-35.171,-12.694,-22.762,-34.02,-28.603,-38.352,-40.156,-34.566,-29.702,-70.9,-60.321,4.074,-24.833,-68.143,-61.273,0.0,0.0,118.0,0,1688564538.2143,2023-07-05 15:42:18,Left
5,0,-37.186,-51.994,-40.577,-39.153,129.101,-44.612,-35.87,-100.259,-7.546,-83.212,-39.497,-5.308,-35.188,-34.754,-111.78,-98.499,86.595,-44.869,-20.366,-36.572,-36.547,-31.136,-36.265,-37.042,-34.532,-29.16,-67.755,-58.723,2.533,-23.784,-67.051,-54.551,0.0,0.0,223.0,0,1688564538.222,2023-07-05 15:42:18,Left
6,0,-38.686,-51.429,-42.586,-43.725,128.46,-43.543,-40.445,-102.72,-7.539,-89.789,-46.118,-12.988,-46.935,-48.552,-125.5,-108.135,77.287,-60.706,-35.202,-51.392,-52.392,-41.351,-38.278,-45.202,-39.108,-39.377,-70.761,-65.325,0.481,-27.346,-68.52,-53.472,0.0,0.0,223.0,0,1688564538.2298,2023-07-05 15:42:18,Left
7,0,-38.647,-49.329,-44.593,-45.218,133.455,-45.036,-45.015,-102.617,-9.068,-94.822,-47.609,-12.462,-47.913,-55.163,-133.059,-111.613,75.16,-63.207,-37.216,-52.878,-63.611,-42.335,-40.288,-48.743,-43.167,-39.85,-69.666,-61.161,3.554,-21.171,-68.964,-57.517,0.0,0.0,222.0,0,1688564538.2375,2023-07-05 15:42:18,Left
8,0,-36.047,-41.082,-34.814,-34.415,138.957,-41.917,-38.31,-98.416,-5.985,-88.579,-43.975,-6.302,-44.279,-52.034,-132.926,-112.013,79.183,-60.07,-34.105,-56.411,-67.133,-36.144,-35.125,-43.059,-41.075,-33.662,-61.399,-53.927,5.088,-12.953,-63.772,-49.263,0.0,0.0,208.0,0,1688564538.2453,2023-07-05 15:42:18,Left
9,0,-33.449,-38.992,-25.046,-23.109,143.941,-36.24,-32.124,-90.633,-2.905,-84.392,-43.931,-5.271,-46.284,-55.056,-130.744,-108.827,80.129,-64.108,-38.682,-63.527,-74.238,-40.207,-30.479,-48.651,-38.985,-31.579,-61.85,-60.021,8.669,-11.403,-58.073,-37.43,0.0,0.0,197.0,0,1688564538.253,2023-07-05 15:42:18,Left
10,0,-39.051,-48.175,-28.094,-27.697,139.186,-38.765,-39.265,-92.079,-7.001,-89.943,-46.961,-8.852,-48.799,-56.026,-124.466,-104.62,80.049,-61.482,-38.131,-59.877,-79.799,-50.413,-33.523,-63.46,-47.655,-30.011,-74.084,-69.183,8.66,-18.052,-63.65,-40.979,0.0,0.0,208.0,0,1688564538.2608,2023-07-05 15:42:18,Left
11,0,-46.185,-53.25,-35.751,-38.94,127.776,-43.337,-40.762,-104.283,-6.481,-91.39,-44.352,-10.38,-42.09,-41.625,-117.169,-99.905,78.432,-48.613,-29.896,-49.571,-71.01,-49.338,-36.051,-63.909,-51.193,-31.005,-77.083,-71.163,1.992,-24.694,-73.321,-51.184,0.0,0.0,215.0,0,1688564538.2686,2023-07-05 15:42:18,Left
12,0,-41.015,-51.659,-39.301,-40.438,124.062,-44.831,-34.574,-106.74,-2.889,-85.664,-40.209,-9.345,-34.364,-33.386,-115.002,-95.194,76.816,-43.954,-26.792,-43.886,-55.058,-43.141,-36.015,-56.16,-43.97,-34.048,-73.932,-71.091,2.502,-25.694,-75.809,-57.281,0.0,0.0,217.0,0,1688564538.2765,2023-07-05 15:42:18,Left
13,0,-37.388,-57.243,-44.897,-40.91,120.864,-47.348,-40.175,-103.047,-8.521,-87.115,-43.243,-9.848,-35.354,-37.964,-114.887,-97.148,78.276,-44.422,-21.13,-39.744,-46.294,-41.048,-37.515,-53.542,-44.438,-36.063,-77.445,-70.508,4.036,-27.205,-80.344,-62.347,0.0,0.0,220.0,0,1688564538.2843,2023-07-05 15:42:18,Left
14,0,-44.011,-62.821,-50.488,-46.504,114.083,-48.325,-44.745,-106.018,-9.025,-90.614,-44.737,-10.351,-33.782,-35.364,-115.285,-97.051,80.76,-34.132,-9.838,-30.483,-36.513,-33.323,-37.99,-44.267,-44.906,-39.101,-77.879,-69.925,-2.115,-31.276,-86.923,-68.432,0.0,0.0,210.0,0,1688564538.2921,2023-07-05 15:42:18,Left
15,0,-43.454,-57.123,-50.437,-45.946,113.969,-44.691,-36.503,-105.912,-1.844,-84.888,-37.52,-8.803,-25.039,-29.694,-112.096,-90.294,84.265,-24.876,-6.754,-20.206,-25.718,-20.994,-34.366,-33.977,-36.152,-39.574,-72.678,-66.269,-1.601,-33.294,-86.836,-72.974,0.0,0.0,217.0,0,1688564538.2999,2023-07-05 15:42:18,Left
16,0,-39.313,-57.066,-50.387,-44.363,111.294,-45.67,-35.955,-104.269,-3.891,-83.266,-36.458,-8.282,-27.575,-33.25,-110.447,-94.814,85.718,-32.536,-12.895,-21.723,-30.816,-24.047,-35.356,-38.554,-37.653,-37.485,-75.167,-63.641,0.962,-35.822,-87.262,-72.389,0.0,0.0,211.0,0,1688564538.3078,2023-07-05 15:42:18,Left
17,0,-45.933,-64.693,-53.923,-49.954,101.961,-48.699,-43.603,-109.8,-10.547,-89.843,-46.155,-12.372,-40.868,-39.877,-120.07,-110.089,81.021,-47.36,-22.616,-38.095,-48.716,-35.294,-40.444,-49.274,-47.861,-41.034,-77.141,-69.725,-7.236,-38.348,-89.736,-71.804,0.0,0.0,216.0,0,1688564538.3156,2023-07-05 15:42:18,Left
18,0,-46.4,-57.969,-51.307,-47.342,104.933,-48.138,-42.023,-110.715,-6.438,-89.753,-51.232,-15.946,-47.487,-48.546,-131.221,-118.176,78.379,-56.022,-31.815,-49.84,-60.962,-34.234,-40.404,-51.274,-46.789,-41.505,-71.941,-74.779,-7.229,-31.65,-86.573,-71.733,0.0,0.0,201.0,0,1688564538.3235,2023-07-05 15:42:18,Left
19,0,-37.644,-47.152,-43.571,-37.049,114.562,-46.553,-38.395,-105.481,-4.895,-87.102,-46.058,-13.881,-47.952,-54.645,-131.09,-119.594,83.423,-55.454,-32.295,-48.766,-64.488,-29.589,-38.314,-50.198,-43.156,-34.292,-71.869,-70.093,2.0,-21.884,-83.925,-63.464,0.0,0.0,217.0,0,1688564538.3313,2023-07-05 15:42:18,Left
20,0,-38.119,-52.228,-41.479,-37.524,111.886,-45.994,-40.918,-103.839,-7.964,-90.088,-43.45,-11.306,-45.342,-47.931,-127.372,-119.987,85.389,-51.812,-29.189,-47.692,-66.472,-28.022,-40.325,-51.684,-47.211,-33.745,-75.384,-71.048,-0.051,-24.936,-85.89,-57.253,0.0,0.0,214.0,0,1688564538.3393,2023-07-05 15:42:18,Left
21,0,-43.204,-59.861,-45.023,-42.61,106.138,-46.46,-40.877,-102.198,-4.37,-92.048,-47.505,-13.856,-42.223,-42.76,-125.196,-114.744,80.181,-51.248,-31.209,-47.644,-67.43,-25.433,-43.871,-56.243,-48.189,-37.81,-76.333,-79.686,-5.686,-32.084,-87.853,-65.905,0.0,0.0,211.0,0,1688564538.3471,2023-07-05 15:42:18,Left
22,0,-42.648,-60.313,-50.101,-46.153,101.421,-50.512,-40.836,-104.657,-0.779,-91.956,-48.994,-17.94,-44.742,-45.278,-125.583,-114.629,78.051,-54.27,-33.74,-49.646,-70.437,-27.456,-45.364,-62.847,-50.19,-38.284,-80.867,-82.168,-6.705,-34.101,-91.864,-75.573,0.0,0.0,212.0,0,1688564538.3548,2023-07-05 15:42:18,Left
23,0,-45.679,-65.888,-57.224,-56.865,90.562,-57.121,-47.455,-113.774,-7.951,-96.474,-50.995,-22.021,-46.747,-45.233,-131.093,-122.712,78.486,-57.802,-35.755,-56.769,-72.928,-32.552,-49.929,-64.321,-57.312,-43.369,-90.008,-81.573,-13.871,-38.165,-98.432,-80.108,0.0,0.0,216.0,0,1688564538.3626,2023-07-05 15:42:18,Left
24,0,-50.757,-70.433,-60.752,-66.03,85.348,-60.138,-53.043,-117.247,-14.09,-98.939,-54.018,-24.561,-45.675,-45.188,-133.011,-124.126,72.772,-57.232,-35.719,-54.15,-65.683,-28.933,-54.49,-56.572,-58.279,-48.961,-89.406,-83.029,-16.931,-43.25,-101.92,-86.175,0.0,0.0,210.0,0,1688564538.3704,2023-07-05 15:42:18,Left
